x,g
-0.016,0.016251838464
-0.014,0.014193217584
-0.012,0.012142251264
-0.01,0.01009899
-0.008,0.008063483904
-0.006,0.006035782704
-0.004,0.004015935744
-0.002,0.002003991984
0,-0
0.002,-0.001995992016
0.004,-0.003983936256
0.006,-0.005963785296
0.008,-0.007935492096
0.01,-0.00989901
0.012,-0.011854292736
0.014,-0.013801294416
0.016,-0.015739969536
0.018,-0.017670272976
0.02,-0.01959216
0.022,-0.021505586256
0.024,-0.023410507776
0.026,-0.025306880976
0.028,-0.027194662656
0.03,-0.02907381
0.032,-0.030944280576
0.034,-0.032806032336
0.036,-0.034659023616
0.038,-0.036503213136
0.04,-0.03833856
0.042,-0.040165023696
0.044,-0.041982564096
0.046,-0.043791141456
0.048,-0.045590716416
0.05,-0.04738125
0.052,-0.049162703616
0.054,-0.050935039056
0.056,-0.052698218496
0.058,-0.054452204496
0.06,-0.05619696
0.062,-0.057932448336
0.064,-0.059658633216
0.066,-0.061375478736
0.068,-0.063082949376
0.07,-0.06478101
0.072,-0.066469625856
0.074,-0.068148762576
0.076,-0.069818386176
0.078,-0.071478463056
0.08,-0.07312896
0.082,-0.074769844176
0.084,-0.076401083136
0.086,-0.078022644816
0.088,-0.079634497536
0.09,-0.08123661
0.092,-0.082828951296
0.094,-0.084411490896
0.096,-0.085984198656
0.098,-0.087547044816
0.1,-0.0891
0.102,-0.090643035216
0.104,-0.092176121856
0.106,-0.093699231696
0.108,-0.095212336896
0.11,-0.09671541
0.112,-0.098208423936
0.114,-0.099691352016
0.116,-0.101164167936
0.118,-0.102626845776
0.12,-0.10407936
0.122,-0.105521685456
0.124,-0.106953797376
0.126,-0.108375671376
0.128,-0.109787283456
0.13,-0.11118861
0.132,-0.112579627776
0.134,-0.113960313936
0.136,-0.115330646016
0.138,-0.116690601936
0.14,-0.11804016
0.142,-0.119379298896
0.144,-0.120707997696
0.146,-0.122026235856
0.148,-0.123333993216
0.15,-0.12463125
0.152,-0.125917986816
0.154,-0.127194184656
0.156,-0.128459824896
0.158,-0.129714889296
0.16,-0.13095936
0.162,-0.132193219536
0.164,-0.133416450816
0.166,-0.134629037136
0.168,-0.135830962176
0.17,-0.13702221
0.172,-0.138202765056
0.174,-0.139372612176
0.176,-0.140531736576
0.178,-0.141680123856
0.18,-0.14281776
0.182,-0.143944631376
0.184,-0.145060724736
0.186,-0.146166027216
0.188,-0.147260526336
0.19,-0.14834421
0.192,-0.149417066496
0.194,-0.150479084496
0.196,-0.151530253056
0.198,-0.152570561616
0.2,-0.1536
0.202,-0.154618558416
0.204,-0.155626227456
0.206,-0.156622998096
0.208,-0.157608861696
0.21,-0.15858381
0.212,-0.159547835136
0.214,-0.160500929616
0.216,-0.161443086336
0.218,-0.162374298576
0.22,-0.16329456
0.222,-0.164203864656
0.224,-0.165102206976
0.226,-0.165989581776
0.228,-0.166865984256
0.23,-0.16773141
0.232,-0.168585854976
0.234,-0.169429315536
0.236,-0.170261788416
0.238,-0.171083270736
0.24,-0.17189376
0.242,-0.172693254096
0.244,-0.173481751296
0.246,-0.174259250256
0.248,-0.175025750016
0.25,-0.17578125
0.252,-0.176525750016
0.254,-0.177259250256
0.256,-0.177981751296
0.258,-0.178693254096
0.26,-0.17939376
0.262,-0.180083270736
0.264,-0.180761788416
0.266,-0.181429315536
0.268,-0.182085854976
0.27,-0.18273141
0.272,-0.183365984256
0.274,-0.183989581776
0.276,-0.184602206976
0.278,-0.185203864656
0.28,-0.18579456
0.282,-0.186374298576
0.284,-0.186943086336
0.286,-0.187500929616
0.288,-0.188047835136
0.29,-0.18858381
0.292,-0.189108861696
0.294,-0.189622998096
0.296,-0.190126227456
0.298,-0.190618558416
0.3,-0.1911
0.302,-0.191570561616
0.304,-0.192030253056
0.306,-0.192479084496
0.308,-0.192917066496
0.31,-0.19334421
0.312,-0.193760526336
0.314,-0.194166027216
0.316,-0.194560724736
0.318,-0.194944631376
0.32,-0.19531776
0.322,-0.195680123856
0.324,-0.196031736576
0.326,-0.196372612176
0.328,-0.196702765056
0.33,-0.19702221
0.332,-0.197330962176
0.334,-0.197629037136
0.336,-0.197916450816
0.338,-0.198193219536
0.34,-0.19845936
0.342,-0.198714889296
0.344,-0.198959824896
0.346,-0.199194184656
0.348,-0.199417986816
0.35,-0.19963125
0.352,-0.199833993216
0.354,-0.200026235856
0.356,-0.200207997696
0.358,-0.200379298896
0.36,-0.20054016
0.362,-0.200690601936
0.364,-0.200830646016
0.366,-0.200960313936
0.368,-0.201079627776
0.37,-0.20118861
0.372,-0.201287283456
0.374,-0.201375671376
0.376,-0.201453797376
0.378,-0.201521685456
0.38,-0.20157936
0.382,-0.201626845776
0.384,-0.201664167936
0.386,-0.201691352016
0.388,-0.201708423936
0.39,-0.20171541
0.392,-0.201712336896
0.394,-0.201699231696
0.396,-0.201676121856
0.398,-0.201643035216
0.4,-0.2016
0.402,-0.201547044816
0.404,-0.201484198656
0.406,-0.201411490896
0.408,-0.201328951296
0.41,-0.20123661
0.412,-0.201134497536
0.414,-0.201022644816
0.416,-0.200901083136
0.418,-0.200769844176
0.42,-0.20062896
0.422,-0.200478463056
0.424,-0.200318386176
0.426,-0.200148762576
0.428,-0.199969625856
0.43,-0.19978101
0.432,-0.199582949376
0.434,-0.199375478736
0.436,-0.199158633216
0.438,-0.198932448336
0.44,-0.19869696
0.442,-0.198452204496
0.444,-0.198198218496
0.446,-0.197935039056
0.448,-0.197662703616
0.45,-0.19738125
0.452,-0.197090716416
0.454,-0.196791141456
0.456,-0.196482564096
0.458,-0.196165023696
0.46,-0.19583856
0.462,-0.195503213136
0.464,-0.195159023616
0.466,-0.194806032336
0.468,-0.194444280576
0.47,-0.19407381
0.472,-0.193694662656
0.474,-0.193306880976
0.476,-0.192910507776
0.478,-0.192505586256
0.48,-0.19209216
0.482,-0.191670272976
0.484,-0.191239969536
0.486,-0.190801294416
0.488,-0.190354292736
0.49,-0.18989901
0.492,-0.189435492096
0.494,-0.188963785296
0.496,-0.188483936256
0.498,-0.187995992016
0.5,-0.1875
0.502,-0.186996008016
0.504,-0.186484064256
0.506,-0.185964217296
0.508,-0.185436516096
0.51,-0.18490101
0.512,-0.184357748736
0.514,-0.183806782416
0.516,-0.183248161536
0.518,-0.182681936976
0.52,-0.18210816
0.522,-0.181526882256
0.524,-0.180938155776
0.526,-0.180342032976
0.528,-0.179738566656
0.53,-0.17912781
0.532,-0.178509816576
0.534,-0.177884640336
0.536,-0.177252335616
0.538,-0.176612957136
0.54,-0.17596656
0.542,-0.175313199696
0.544,-0.174652932096
0.546,-0.173985813456
0.548,-0.173311900416
0.55,-0.17263125
0.552,-0.171943919616
0.554,-0.171249967056
0.556,-0.170549450496
0.558,-0.169842428496
0.56,-0.16912896
0.562,-0.168409104336
0.564,-0.167682921216
0.566,-0.166950470736
0.568,-0.166211813376
0.57,-0.16546701
0.572,-0.164716121856
0.574,-0.163959210576
0.576,-0.163196338176
0.578,-0.162427567056
0.58,-0.16165296
0.582,-0.160872580176
0.584,-0.160086491136
0.586,-0.159294756816
0.588,-0.158497441536
0.59,-0.15769461
0.592,-0.156886327296
0.594,-0.156072658896
0.596,-0.155253670656
0.598,-0.154429428816
0.6,-0.1536
0.602,-0.152765451216
0.604,-0.151925849856
0.606,-0.151081263696
0.608,-0.150231760896
0.61,-0.14937741
0.612,-0.148518279936
0.614,-0.147654440016
0.616,-0.146785959936
0.618,-0.145912909776
0.62,-0.14503536
0.622,-0.144153381456
0.624,-0.143267045376
0.626,-0.142376423376
0.628,-0.141481587456
0.63,-0.14058261
0.632,-0.139679563776
0.634,-0.138772521936
0.636,-0.137861558016
0.638,-0.136946745936
0.64,-0.13602816
0.642,-0.135105874896
0.644,-0.134179965696
0.646,-0.133250507856
0.648,-0.132317577216
0.65,-0.13138125
0.652,-0.130441602816
0.654,-0.129498712656
0.656,-0.128552656896
0.658,-0.127603513296
0.66,-0.12665136
0.662,-0.125696275536
0.664,-0.124738338816
0.666,-0.123777629136
0.668,-0.122814226176
0.67,-0.12184821
0.672,-0.120879661056
0.674,-0.119908660176
0.676,-0.118935288576
0.678,-0.117959627856
0.68,-0.11698176
0.682,-0.116001767376
0.684,-0.115019732736
0.686,-0.114035739216
0.688,-0.113049870336
0.69,-0.11206221
0.692,-0.111072842496
0.694,-0.110081852496
0.696,-0.109089325056
0.698,-0.108095345616
0.7,-0.1071
0.702,-0.106103374416
0.704,-0.105105555456
0.706,-0.104106630096
0.708,-0.103106685696
0.71,-0.10210581
0.712,-0.101104091136
0.714,-0.100101617616
0.716,-0.099098478336
0.718,-0.098094762576
0.72,-0.09709056
0.722,-0.096085960656
0.724,-0.095081054976
0.726,-0.094075933776
0.728,-0.093070688256
0.73,-0.09206541
0.732,-0.091060190976
0.734,-0.090055123536
0.736,-0.089050300416
0.738,-0.088045814736
0.74,-0.08704176
0.742,-0.086038230096
0.744,-0.085035319296
0.746,-0.084033122256
0.748,-0.083031734016
0.75,-0.08203125
0.752,-0.081031766016
0.754,-0.080033378256
0.756,-0.079036183296
0.758,-0.078040278096
0.76,-0.07704576
0.762,-0.076052726736
0.764,-0.075061276416
0.766,-0.074071507536
0.768,-0.073083518976
0.77,-0.07209741
0.772,-0.071113280256
0.774,-0.070131229776
0.776,-0.069151358976
0.778,-0.068173768656
0.78,-0.06719856
0.782,-0.066225834576
0.784,-0.065255694336
0.786,-0.064288241616
0.788,-0.063323579136
0.79,-0.06236181
0.792,-0.061403037696
0.794,-0.060447366096
0.796,-0.059494899456
0.798,-0.058545742416
0.8,-0.0576
0.802,-0.056657777616
0.804,-0.055719181056
0.806,-0.054784316496
0.808,-0.053853290496
0.81,-0.05292621
0.812,-0.052003182336
0.814,-0.051084315216
0.816,-0.050169716736
0.818,-0.049259495376
0.82,-0.04835376
0.822,-0.047452619856
0.824,-0.046556184576
0.826,-0.045664564176
0.828,-0.044777869056
0.83,-0.04389621
0.832,-0.043019698176
0.834,-0.042148445136
0.836,-0.041282562816
0.838,-0.040422163536
0.84,-0.03956736
0.842,-0.038718265296
0.844,-0.037874992896
0.846,-0.037037656656
0.848,-0.036206370816
0.85,-0.03538125
0.852,-0.034562409216
0.854,-0.033749963856
0.856,-0.032944029696
0.858,-0.032144722896
0.86,-0.03135216
0.862,-0.030566457936
0.864,-0.029787734016
0.866,-0.029016105936
0.868,-0.028251691776
0.87,-0.02749461
0.872,-0.026744979456
0.874,-0.026002919376
0.876,-0.025268549376
0.878,-0.024541989456
0.88,-0.02382336
0.882,-0.023112781776
0.884,-0.022410375936
0.886,-0.021716264016
0.888,-0.021030567936
0.89,-0.02035341
0.892,-0.019684912896
0.894,-0.019025199696
0.896,-0.018374393856
0.898,-0.017732619216
0.9,-0.0171
0.902,-0.016476660816
0.904,-0.015862726656
0.906,-0.015258322896
0.908,-0.014663575296
0.91,-0.01407861
0.912,-0.013503553536
0.914,-0.012938532816
0.916,-0.012383675136
0.918,-0.011839108176
0.92,-0.01130496
0.922,-0.010781359056
0.924,-0.010268434176
0.926,-0.00976631457599999
0.928,-0.00927512985599999
0.93,-0.00879500999999999
0.932,-0.00832608537599999
0.934,-0.00786848673599999
0.936,-0.00742234521599999
0.938,-0.00698779233599999
0.94,-0.00656495999999999
0.942,-0.00615398049599999
0.944,-0.00575498649599999
0.946,-0.00536811105599999
0.948,-0.00499348761599999
0.95,-0.00463124999999999
0.952,-0.00428153241599999
0.954,-0.00394446945599999
0.956,-0.00362019609599999
0.958,-0.00330884769599999
0.96,-0.00301056000000001
0.962,-0.002725469136
0.964,-0.002453711616
0.966,-0.002195424336
0.968,-0.001950744576
0.97,-0.00171981
0.972,-0.001502758656
0.974,-0.001299728976
0.976,-0.001110859776
0.978,-0.000936290256000002
0.98,-0.000776160000000001
0.982,-0.000630608976000001
0.984,-0.000499777536000001
0.986,-0.000383806416000001
0.988,-0.000282836736
0.99,-0.00019701
0.992,-0.000126468096
0.994,-7.13532960000001e-05
0.996,-3.18082560000001e-05
0.998,-7.97601600000002e-06
1,-0
1.002,-8.02401600000001e-06
1.004,-3.21922560000001e-05
1.006,-7.26492960000001e-05
1.008,-0.000129540096
1.01,-0.00020301
1.012,-0.000293204736000001
1.014,-0.000400270416000001
1.016,-0.000524353536000001
1.018,-0.000665600976000001
1.02,-0.000824160000000002
1.022,-0.001000178256
1.024,-0.001193803776
1.026,-0.001405184976
1.028,-0.001634470656
1.03,-0.00188181
1.032,-0.002147352576
1.034,-0.002431248336
1.036,-0.002733647616
1.038,-0.00305470113600001
1.04,-0.00339456000000001
1.042,-0.00375337569600001
1.044,-0.00413130009600001
1.046,-0.00452848545600001
1.048,-0.00494508441600001
1.05,-0.00538125000000001
1.052,-0.00583713561600001
1.054,-0.00631289505600001
1.056,-0.00680868249600001
1.058,-0.00732465249600001
1.06,-0.00786096000000001
1.062,-0.00841776033600002
1.064,-0.00899520921600002
1.066,-0.00959346273600002
1.068,-0.010212677376
1.07,-0.01085301
1.072,-0.011514617856
1.074,-0.012197658576
1.076,-0.012902290176
1.078,-0.013628671056
1.08,-0.01437696
1.082,-0.015147316176
1.084,-0.015939899136
1.086,-0.016754868816
1.088,-0.017592385536
1.09,-0.01845261
1.092,-0.019335703296
1.094,-0.020241826896
1.096,-0.021171142656
1.098,-0.022123812816
1.1,-0.0231
1.102,-0.024099867216
1.104,-0.025123577856
1.106,-0.026171295696
1.108,-0.0272431848960001
1.11,-0.0283394100000001
1.112,-0.0294601359360001
1.114,-0.0306055280160001
1.116,-0.0317757519360001
1.118,-0.0329709737760001
1.12,-0.0341913600000001
1.122,-0.0354370774560001
1.124,-0.0367082933760001
1.126,-0.0380051753760001
1.128,-0.0393278914560001
1.13,-0.0406766100000001
1.132,-0.0420514997760001
1.134,-0.0434527299360001
1.136,-0.0448804700160001
1.138,-0.0463348899360001
1.14,-0.0478161600000001
1.142,-0.0493244508960001
1.144,-0.0508599336960001
1.146,-0.0524227798560001
1.148,-0.0540131612160001
1.15,-0.0556312500000001
1.152,-0.0572772188160001
1.154,-0.0589512406559999
1.156,-0.0606534888959999
1.158,-0.0623841372959999
1.16,-0.0641433599999999
1.162,-0.0659313315359999
1.164,-0.0677482268159999
1.166,-0.0695942211359999
1.168,-0.0714694901759999
1.17,-0.0733742099999999
1.172,-0.0753085570559999
1.174,-0.0772727081759999
1.176,-0.0792668405759999
1.178,-0.0812911318559999
1.18,-0.0833457599999999
1.182,-0.0854309033759999
1.184,-0.0875467407359999
1.186,-0.0896934512159999
1.188,-0.0918712143359999
1.19,-0.0940802099999999
1.192,-0.0963206184959999
1.194,-0.0985926204959999
1.196,-0.100896397056
1.198,-0.103232129616
1.2,-0.1056
1.202,-0.108000190416
1.204,-0.110432883456
1.206,-0.112898262096
1.208,-0.115396509696
1.21,-0.11792781
1.212,-0.120492347136
1.214,-0.123090305616
1.216,-0.125721870336
1.218,-0.128387226576
1.22,-0.13108656
1.222,-0.133820056656
1.224,-0.136587902976
1.226,-0.139390285776
1.228,-0.142227392256
1.23,-0.14509941
1.232,-0.148006526976
1.234,-0.150948931536
1.236,-0.153926812416
1.238,-0.156940358736
1.24,-0.15998976
1.242,-0.163075206096
1.244,-0.166196887296
1.246,-0.169354994256
1.248,-0.172549718016
1.25,-0.17578125
1.252,-0.179049782016
1.254,-0.182355506256
1.256,-0.185698615296
1.258,-0.189079302096
1.26,-0.19249776
1.262,-0.195954182736
1.264,-0.199448764416
1.266,-0.202981699536
1.268,-0.206553182976
1.27,-0.21016341
1.272,-0.213812576256
1.274,-0.217500877776
1.276,-0.221228510976
1.278,-0.224995672656
1.28,-0.22880256
1.282,-0.232649370576
1.284,-0.236536302336
1.286,-0.240463553616
1.288,-0.244431323136
1.29,-0.24843981
1.292,-0.252489213696
1.294,-0.256579734096
1.296,-0.260711571456
1.298,-0.264884926416
1.3,-0.2691
1.302,-0.273356993616
1.304,-0.277656109056
1.306,-0.281997548496
1.308,-0.286381514496
1.31,-0.29080821
1.312,-0.295277838336
1.314,-0.299790603216
1.316,-0.304346708736
1.318,-0.308946359376
1.32,-0.31358976
1.322,-0.318277115856
1.324,-0.323008632576
1.326,-0.327784516176
1.328,-0.332604973056
1.33,-0.33747021
1.332,-0.342380434176
1.334,-0.347335853136
1.336,-0.352336674816
1.338,-0.357383107536
1.34,-0.36247536
1.342,-0.367613641296
1.344,-0.372798160896
1.346,-0.378029128656
1.348,-0.383306754816
1.35,-0.38863125
1.352,-0.394002825216
1.354,-0.399421691856
1.356,-0.404888061696
1.358,-0.410402146896
1.36,-0.41596416
1.362,-0.421574313936
1.364,-0.427232822016
1.366,-0.432939897936
1.368,-0.438695755776
1.37,-0.44450061
1.372,-0.450354675456
1.374,-0.456258167376
1.376,-0.462211301376
1.378,-0.468214293456
1.38,-0.47426736
1.382,-0.480370717776
1.384,-0.486524583936
1.386,-0.492729176016
1.388,-0.498984711936
1.39,-0.50529141
1.392,-0.511649488896
1.394,-0.518059167696
1.396,-0.524520665856
1.398,-0.531034203216
1.4,-0.537600000000001
1.402,-0.544218276816
1.404,-0.550889254656
1.406,-0.557613154896
1.408,-0.564390199296
1.41,-0.57122061
1.412,-0.578104609536
1.414,-0.585042420816
1.416,-0.592034267136
1.418,-0.599080372176
1.42,-0.60618096
1.422,-0.613336255056
1.424,-0.620546482176
1.426,-0.627811866576
1.428,-0.635132633856
1.43,-0.64250901
1.432,-0.649941221376
1.434,-0.657429494736
1.436,-0.664974057216
1.438,-0.672575136336
1.44,-0.68023296
1.442,-0.687947756496
1.444,-0.695719754496
1.446,-0.703549183056
1.448,-0.711436271616
1.45,-0.71938125
1.452,-0.727384348416
1.454,-0.735445797456
1.456,-0.743565828096
1.458,-0.751744671696
1.46,-0.75998256
1.462,-0.768279725136
1.464,-0.776636399616
1.466,-0.785052816336
1.468,-0.793529208576
1.47,-0.80206581
1.472,-0.810662854656
1.474,-0.819320576976
1.476,-0.828039211776
1.478,-0.836818994256
1.48,-0.84566016
1.482,-0.854562944976
1.484,-0.863527585536
1.486,-0.872554318416
1.488,-0.881643380736
1.49,-0.89079501
1.492,-0.900009444096
1.494,-0.909286921296
1.496,-0.918627680256
1.498,-0.928031960016
1.5,-0.9375
1.502,-0.947032040016
1.504,-0.956628320256
1.506,-0.966289081296
1.508,-0.976014564096
1.51,-0.98580501
1.512,-0.995660660736
1.514,-1.005581758416
1.516,-1.015568545536
1.518,-1.025621264976
1.52,-1.03574016
1.522,-1.045925474256
1.524,-1.056177451776
1.526,-1.066496336976
1.528,-1.076882374656
1.53,-1.08733581
1.532,-1.097856888576
1.534,-1.108445856336
1.536,-1.119102959616
1.538,-1.129828445136
1.54,-1.14062256
1.542,-1.151485551696
1.544,-1.162417668096
1.546,-1.173419157456
1.548,-1.184490268416
1.55,-1.19563125
1.552,-1.206842351616
1.554,-1.218123823056
1.556,-1.229475914496
1.558,-1.240898876496
1.56,-1.25239296
1.562,-1.263958416336
1.564,-1.275595497216
1.566,-1.287304454736
1.568,-1.299085541376
1.57,-1.31093901
1.572,-1.322865113856
1.574,-1.334864106576
1.576,-1.346936242176
1.578,-1.359081775056
1.58,-1.37130096
1.582,-1.383594052176
1.584,-1.395961307136
1.586,-1.408402980816
1.588,-1.420919329536
1.59,-1.43351061
1.592,-1.446177079296
1.594,-1.458918994896
1.596,-1.471736614656
1.598,-1.484630196816
1.6,-1.4976
1.602,-1.510646283216
1.604,-1.523769305856
1.606,-1.536969327696
1.608,-1.550246608896
1.61,-1.56360141
1.612,-1.577033991936
1.614,-1.590544616016
1.616,-1.604133543936
1.618,-1.617801037776
1.62,-1.63154736
1.622,-1.645372773456
1.624,-1.659277541376
1.626,-1.673261927376
1.628,-1.687326195456
1.63,-1.70147061
1.632,-1.715695435776
1.634,-1.730000937936
1.636,-1.744387382016
1.638,-1.758855033936
1.64,-1.77340416
1.642,-1.788035026896
1.644,-1.802747901696
1.646,-1.817543051856
1.648,-1.832420745216
1.65,-1.84738125
1.652,-1.862424834816
1.654,-1.877551768656
1.656,-1.892762320896
1.658,-1.908056761296
1.66,-1.92343536
1.662,-1.938898387536
1.664,-1.954446114816
1.666,-1.970078813136
1.668,-1.985796754176
1.67,-2.00160021
1.672,-2.017489453056
1.674,-2.033464756176
1.676,-2.049526392576
1.678,-2.065674635856
1.68,-2.08190976
1.682,-2.098232039376
1.684,-2.114641748736
1.686,-2.131139163216
1.688,-2.147724558336
1.69,-2.16439821
1.692,-2.181160394496
1.694,-2.198011388496
1.696,-2.214951469056
1.698,-2.231980913616
1.7,-2.2491
1.702,-2.266309006416
1.704,-2.283608211456
1.706,-2.300997894096
1.708,-2.318478333696
1.71,-2.33604981
1.712,-2.353712603136
1.714,-2.371466993616
1.716,-2.389313262336
1.718,-2.407251690576
1.72,-2.42528256
1.722,-2.443406152656
1.724,-2.461622750976
1.726,-2.479932637776
1.728,-2.498336096256
1.73,-2.51683341
1.732,-2.535424862976
1.734,-2.554110739536
1.736,-2.572891324416
1.738,-2.591766902736
1.74,-2.61073776
1.742,-2.629804182096
1.744,-2.648966455296
1.746,-2.668224866256
1.748,-2.687579702016
1.75,-2.70703125
1.752,-2.726579798016
1.754,-2.746225634256
1.756,-2.765969047296
1.758,-2.785810326096
1.76,-2.80574976
1.762,-2.825787638736
1.764,-2.845924252416
1.766,-2.866159891536
1.768,-2.886494846976
1.77,-2.90692941
1.772,-2.927463872256
1.774,-2.948098525776
1.776,-2.968833662976
1.778,-2.989669576656
1.78,-3.01060656
1.782,-3.031644906576
1.784,-3.052784910336
1.786,-3.074026865616
1.788,-3.095371067136
1.79,-3.11681781
1.792,-3.138367389696
1.794,-3.160020102096
1.796,-3.181776243456
1.798,-3.203636110416
1.8,-3.2256
1.802,-3.247668209616
1.804,-3.269841037056
1.806,-3.292118780496
1.808,-3.314501738496
1.81,-3.33699021
1.812,-3.359584494336
1.814,-3.382284891216
1.816,-3.405091700736
1.818,-3.428005223376
1.82,-3.45102576
1.822,-3.474153611856
1.824,-3.497389080576
1.826,-3.520732468176
1.828,-3.544184077056
1.83,-3.56774421
1.832,-3.591413170176
1.834,-3.615191261136
1.836,-3.639078786816
1.838,-3.663076051536
1.84,-3.68718336
1.842,-3.711401017296
1.844,-3.735729328896
1.846,-3.760168600656
1.848,-3.784719138816
1.85,-3.80938125
1.852,-3.834155241216
1.854,-3.859041419856
1.856,-3.884040093696
1.858,-3.909151570896
1.86,-3.93437616
1.862,-3.959714169936
1.864,-3.985165910016
1.866,-4.010731689936
1.868,-4.036411819776
1.87,-4.06220661
1.872,-4.088116371456
1.874,-4.114141415376
1.876,-4.140282053376
1.878,-4.166538597456
1.88,-4.19291136
1.882,-4.219400653776
1.884,-4.246006791936
1.886,-4.272730088016
1.888,-4.299570855936
1.89,-4.32652941
1.892,-4.353606064896
1.894,-4.380801135696
1.896,-4.408114937856
1.898,-4.435547787216
1.9,-4.4631
1.902,-4.490771892816
1.904,-4.518563782656
1.906,-4.546475986896
1.908,-4.574508823296
1.91,-4.60266261
1.912,-4.630937665536
1.914,-4.659334308816
1.916,-4.687852859136
1.918,-4.716493636176
1.92,-4.74525696
1.922,-4.774143151056
1.924,-4.803152530176
1.926,-4.832285418576
1.928,-4.861542137856
1.93,-4.89092301
1.932,-4.920428357376
1.934,-4.950058502736
1.936,-4.979813769216
1.938,-5.009694480336
1.94,-5.03970096
1.942,-5.069833532496
1.944,-5.100092522496
1.946,-5.130478255056
1.948,-5.160991055616
1.95,-5.19163125
1.952,-5.222399164416
1.954,-5.253295125456
1.956,-5.284319460096
1.958,-5.315472495696
1.96,-5.34675456
1.962,-5.378165981136
1.964,-5.409707087616
1.966,-5.441378208336
1.968,-5.473179672576
1.97,-5.50511181
1.972,-5.537174950656
1.974,-5.569369424976
1.976,-5.601695563776
1.978,-5.634153698256
1.98,-5.66674416
1.982,-5.699467280976
1.984,-5.732323393536
1.986,-5.765312830416
1.988,-5.798435924736
1.99,-5.83169301
1.992,-5.865084420096
1.994,-5.898610489296
1.996,-5.932271552256
1.998,-5.966067944016
